iteration	job_id	seed	score	location	menu	equipment	contract	capital	manager_skill	budget	cash	debt	reputation	days	game_over	reason
191	8976bde2	1780978629	-66425.53	university	gourmet	manual	monthly	balanced	5	10000	-5080.67	66000.00	30.50	122	True	Bankruptcy: deeply negative cash
192	8976bde2	1780978630	77039.00	university	gourmet	automated	coop	all-equity	5	10000	73309.55	0.00	14.50	122	True	Reputation collapse (< 15)
193	8976bde2	1780978631	-130713.14	urban	speed	specialized	coop	leveraged	5	10000	-18633.32	117100.00	50.00	2	True	Bankruptcy: deeply negative cash
194	8976bde2	1780978632	-175944.62	mall	everyday	automated	coop	max-debt	5	10000	-44613.20	136600.00	52.50	2	True	Bankruptcy: deeply negative cash
195	8976bde2	1780978633	3095.35	suburban	everyday	specialized	spot	all-equity	5	10000	-8692.52	0.00	69.00	296	True	Bankruptcy: deeply negative cash
196	8976bde2	1780978634	-176220.88	university	speed	automated	coop	max-debt	5	10000	-45186.00	136600.00	55.50	2	True	Bankruptcy: deeply negative cash
197	8976bde2	1780978635	-116996.45	university	speed	manual	direct	leveraged	5	10000	-5186.47	117100.00	50.50	22	True	Bankruptcy: deeply negative cash
198	8976bde2	1780978636	-148667.74	mall	sweet	manual	direct	max-debt	5	10000	-17190.77	136600.00	51.00	2	True	Bankruptcy: deeply negative cash
199	8976bde2	1780978637	-72285.79	urban	everyday	automated	monthly	balanced	5	10000	-9012.05	69600.00	54.00	62	True	Bankruptcy: deeply negative cash
0	8b9ce3d6	1780978515	-118028.00	university	everyday	manual	spot	leveraged	5	10000	-5595.42	117100.00	45.00	14	True	Bankruptcy: deeply negative cash
1	8b9ce3d6	1780978516	-178520.33	suburban	sweet	automated	spot	max-debt	5	10000	-47483.15	136600.00	55.50	2	True	Bankruptcy: deeply negative cash
2	8b9ce3d6	1780978517	-171313.20	urban	everyday	specialized	coop	max-debt	5	10000	-39677.77	136600.00	49.50	2	True	Bankruptcy: deeply negative cash
3	8b9ce3d6	1780978518	-138261.12	office	everyday	automated	direct	leveraged	5	10000	-26725.28	117100.00	55.50	2	True	Bankruptcy: deeply negative cash
4	8b9ce3d6	1780978519	-171698.79	urban	everyday	specialized	monthly	max-debt	5	10000	-40111.05	136600.00	50.00	2	True	Bankruptcy: deeply negative cash
5	8b9ce3d6	1780978520	-71312.33	university	speed	specialized	direct	balanced	5	10000	-8598.85	66000.00	15.50	122	True	Bankruptcy: deeply negative cash
6	8b9ce3d6	1780978521	-175687.35	mall	everyday	automated	monthly	max-debt	5	10000	-44707.50	136600.00	56.00	2	True	Bankruptcy: deeply negative cash
7	8b9ce3d6	1780978522	54256.17	urban	everyday	manual	coop	all-equity	5	10000	50699.95	0.00	8.00	182	True	Reputation collapse (< 15)
8	8b9ce3d6	1780978523	53978.99	university	everyday	automated	coop	all-equity	5	10000	51084.91	0.00	14.36	124	True	Reputation collapse (< 15)
9	8b9ce3d6	1780978524	-127310.25	university	sweet	specialized	coop	leveraged	5	10000	-15171.66	117100.00	49.50	2	True	Bankruptcy: deeply negative cash
10	8b9ce3d6	1780978525	-1470.04	office	everyday	specialized	coop	all-equity	5	10000	-5188.56	0.00	20.58	193	True	Bankruptcy: deeply negative cash
11	8b9ce3d6	1780978526	-180470.12	urban	speed	automated	coop	max-debt	5	10000	-49188.65	136600.00	53.00	2	True	Bankruptcy: deeply negative cash
12	8b9ce3d6	1780978527	-150139.46	mall	sweet	manual	spot	max-debt	5	10000	-18656.45	136600.00	51.00	2	True	Bankruptcy: deeply negative cash
13	8b9ce3d6	1780978528	-175700.29	mall	gourmet	automated	coop	max-debt	5	10000	-44667.43	136600.00	55.50	2	True	Bankruptcy: deeply negative cash
14	8b9ce3d6	1780978529	62439.81	mall	speed	automated	monthly	all-equity	5	10000	57227.70	0.00	14.00	192	True	Reputation collapse (< 15)
15	8b9ce3d6	1780978530	-152181.26	office	gourmet	manual	spot	max-debt	5	10000	-20701.35	136600.00	51.00	2	True	Bankruptcy: deeply negative cash
16	8b9ce3d6	1780978531	-69595.28	suburban	everyday	automated	coop	balanced	5	10000	-5180.78	71400.00	64.00	53	True	Bankruptcy: deeply negative cash
17	8b9ce3d6	1780978532	-149231.55	mall	sweet	manual	monthly	max-debt	5	10000	-17850.92	136600.00	52.00	2	True	Bankruptcy: deeply negative cash
18	8b9ce3d6	1780978533	-127687.98	university	gourmet	specialized	spot	leveraged	5	10000	-15204.38	117100.00	46.00	2	True	Bankruptcy: deeply negative cash
19	8b9ce3d6	1780978534	-73706.56	suburban	speed	automated	direct	balanced	5	10000	-8725.55	71400.00	58.00	51	True	Bankruptcy: deeply negative cash
20	8b9ce3d6	1780978535	-166709.27	mall	everyday	specialized	coop	max-debt	5	10000	-34038.61	136600.00	39.00	2	True	Bankruptcy: deeply negative cash
21	8b9ce3d6	1780978536	-166926.43	university	gourmet	specialized	monthly	max-debt	5	10000	-35341.90	136600.00	50.00	2	True	Bankruptcy: deeply negative cash
22	8b9ce3d6	1780978537	-171030.20	urban	gourmet	specialized	monthly	max-debt	5	10000	-39202.63	136600.00	47.50	2	True	Bankruptcy: deeply negative cash
23	8b9ce3d6	1780978538	-75318.61	office	speed	automated	monthly	balanced	5	10000	-10490.98	69600.00	42.00	62	True	Bankruptcy: deeply negative cash
24	8b9ce3d6	1780978539	-151852.08	office	gourmet	manual	monthly	max-debt	5	10000	-20469.54	136600.00	52.00	2	True	Bankruptcy: deeply negative cash
25	8b9ce3d6	1780978540	-68678.20	office	sweet	manual	coop	balanced	5	10000	-6550.83	67800.00	46.00	92	True	Bankruptcy: deeply negative cash
26	8b9ce3d6	1780978541	-67338.75	suburban	everyday	automated	monthly	balanced	5	10000	-5109.89	69600.00	60.00	88	True	Bankruptcy: deeply negative cash
27	8b9ce3d6	1780978542	-151942.59	suburban	sweet	manual	direct	max-debt	5	10000	-19753.99	136600.00	44.00	2	True	Bankruptcy: deeply negative cash
28	8b9ce3d6	1780978543	-695.73	university	everyday	specialized	monthly	all-equity	5	10000	-5104.06	0.00	18.00	249	True	Bankruptcy: deeply negative cash
29	8b9ce3d6	1780978544	-137444.53	suburban	gourmet	automated	direct	leveraged	5	10000	-26157.50	117100.00	58.00	2	True	Bankruptcy: deeply negative cash
30	8b9ce3d6	1780978545	-176001.05	university	gourmet	automated	coop	max-debt	5	10000	-44969.77	136600.00	55.50	2	True	Bankruptcy: deeply negative cash
31	8b9ce3d6	1780978546	-67935.85	suburban	sweet	manual	coop	balanced	5	10000	-5305.56	67800.00	37.50	119	True	Bankruptcy: deeply negative cash
32	8b9ce3d6	1780978547	-128802.14	office	sweet	specialized	direct	leveraged	5	10000	-16666.92	117100.00	49.50	2	True	Bankruptcy: deeply negative cash
33	8b9ce3d6	1780978548	-165777.47	mall	sweet	specialized	direct	max-debt	5	10000	-34101.56	136600.00	49.00	2	True	Bankruptcy: deeply negative cash
34	8b9ce3d6	1780978549	-140064.33	urban	speed	automated	direct	leveraged	5	10000	-28979.41	117100.00	60.00	2	True	Bankruptcy: deeply negative cash
35	8b9ce3d6	1780978550	-178667.47	suburban	everyday	automated	spot	max-debt	5	10000	-47829.54	136600.00	57.50	2	True	Bankruptcy: deeply negative cash
36	8b9ce3d6	1780978551	-166549.53	university	sweet	specialized	coop	max-debt	5	10000	-34919.80	136600.00	49.50	2	True	Bankruptcy: deeply negative cash
37	8b9ce3d6	1780978552	-54825.98	mall	speed	specialized	monthly	balanced	5	10000	10651.54	67800.00	6.00	92	True	Reputation collapse (< 15)
38	8b9ce3d6	1780978553	-68089.77	urban	sweet	manual	direct	balanced	5	10000	-5248.08	67800.00	36.50	101	True	Bankruptcy: deeply negative cash
39	8b9ce3d6	1780978554	57428.90	mall	sweet	specialized	monthly	all-equity	5	10000	53701.84	0.00	14.50	148	True	Reputation collapse (< 15)
40	8b9ce3d6	1780978555	-179072.77	office	speed	automated	spot	max-debt	5	10000	-47987.32	136600.00	55.00	2	True	Bankruptcy: deeply negative cash
41	8b9ce3d6	1780978556	-128876.73	suburban	everyday	specialized	coop	leveraged	5	10000	-16738.45	117100.00	49.50	2	True	Bankruptcy: deeply negative cash
42	8b9ce3d6	1780978557	-75516.65	urban	everyday	specialized	coop	balanced	5	10000	-10545.74	67800.00	15.50	92	True	Bankruptcy: deeply negative cash
43	8b9ce3d6	1780978558	-117012.44	office	everyday	manual	direct	leveraged	5	10000	-5646.20	117100.00	55.50	17	True	Bankruptcy: deeply negative cash
44	8b9ce3d6	1780978559	-150201.77	mall	speed	manual	spot	max-debt	5	10000	-18416.29	136600.00	48.00	2	True	Bankruptcy: deeply negative cash
45	8b9ce3d6	1780978560	-129003.51	office	everyday	specialized	coop	leveraged	5	10000	-16623.17	117100.00	47.00	2	True	Bankruptcy: deeply negative cash
46	8b9ce3d6	1780978561	11377.99	urban	everyday	automated	coop	all-equity	5	10000	8107.42	0.00	13.62	182	True	Reputation collapse (< 15)
47	8b9ce3d6	1780978562	-1761.39	university	everyday	specialized	monthly	all-equity	5	10000	-5327.35	0.00	15.50	193	True	Bankruptcy: deeply negative cash
48	8b9ce3d6	1780978563	-167582.39	university	gourmet	specialized	spot	max-debt	5	10000	-35900.86	136600.00	49.00	2	True	Bankruptcy: deeply negative cash
49	8b9ce3d6	1780978564	-69747.61	suburban	speed	manual	spot	balanced	5	10000	-10092.89	67800.00	65.00	121	True	Bankruptcy: deeply negative cash
50	8b9ce3d6	1780978565	-150587.68	university	sweet	manual	coop	max-debt	5	10000	-18153.46	136600.00	41.50	2	True	Bankruptcy: deeply negative cash
51	8b9ce3d6	1780978566	-68524.18	university	everyday	automated	coop	balanced	5	10000	-5909.39	67800.00	39.00	92	True	Bankruptcy: deeply negative cash
52	8b9ce3d6	1780978567	4097.17	suburban	everyday	specialized	direct	all-equity	5	10000	-8112.53	0.00	74.00	332	True	Bankruptcy: deeply negative cash
53	8b9ce3d6	1780978568	-65322.80	university	gourmet	automated	coop	balanced	5	10000	-5109.25	66000.00	34.50	129	True	Bankruptcy: deeply negative cash
54	8b9ce3d6	1780978569	-129350.69	suburban	everyday	specialized	spot	leveraged	5	10000	-17361.93	117100.00	51.00	2	True	Bankruptcy: deeply negative cash
55	8b9ce3d6	1780978570	-168544.64	office	sweet	specialized	direct	max-debt	5	10000	-37208.94	136600.00	52.50	2	True	Bankruptcy: deeply negative cash
56	8b9ce3d6	1780978571	99992.13	mall	sweet	manual	coop	all-equity	5	10000	95267.76	0.00	14.50	168	True	Reputation collapse (< 15)
57	8b9ce3d6	1780978572	-131170.26	urban	speed	specialized	monthly	leveraged	5	10000	-18839.94	117100.00	47.50	2	True	Bankruptcy: deeply negative cash
58	8b9ce3d6	1780978573	-151434.25	suburban	everyday	manual	coop	max-debt	5	10000	-20043.85	136600.00	52.00	2	True	Bankruptcy: deeply negative cash
59	8b9ce3d6	1780978574	946.61	university	speed	manual	direct	all-equity	5	10000	-5077.10	0.00	31.00	269	True	Bankruptcy: deeply negative cash
60	8b9ce3d6	1780978575	-117248.35	urban	sweet	manual	coop	leveraged	5	10000	-8556.60	114200.00	49.00	32	True	Bankruptcy: deeply negative cash
61	8b9ce3d6	1780978576	-168829.47	suburban	sweet	specialized	direct	max-debt	5	10000	-36446.83	136600.00	42.00	2	True	Bankruptcy: deeply negative cash
62	8b9ce3d6	1780978577	-119898.05	mall	everyday	manual	direct	leveraged	5	10000	-10538.81	114200.00	42.50	32	True	Bankruptcy: deeply negative cash
63	8b9ce3d6	1780978578	-180987.95	urban	sweet	automated	spot	max-debt	5	10000	-49904.52	136600.00	55.00	2	True	Bankruptcy: deeply negative cash
64	8b9ce3d6	1780978579	-68852.52	office	everyday	specialized	coop	balanced	5	10000	-5066.68	69600.00	49.00	87	True	Bankruptcy: deeply negative cash
65	8b9ce3d6	1780978580	-69955.69	suburban	everyday	automated	spot	balanced	5	10000	-7858.67	69600.00	61.00	87	True	Bankruptcy: deeply negative cash
66	8b9ce3d6	1780978581	-128985.90	office	speed	specialized	coop	leveraged	5	10000	-16851.53	117100.00	49.50	2	True	Bankruptcy: deeply negative cash
67	8b9ce3d6	1780978582	-152202.59	suburban	speed	manual	spot	max-debt	5	10000	-20716.73	136600.00	51.00	2	True	Bankruptcy: deeply negative cash
68	8b9ce3d6	1780978583	-140498.95	urban	speed	automated	coop	leveraged	5	10000	-29017.09	117100.00	56.00	2	True	Bankruptcy: deeply negative cash
69	8b9ce3d6	1780978584	-120196.87	office	sweet	manual	spot	leveraged	5	10000	-7358.66	117100.00	40.50	18	True	Bankruptcy: deeply negative cash
70	8b9ce3d6	1780978585	-171570.95	urban	everyday	specialized	coop	max-debt	5	10000	-39983.40	136600.00	50.00	2	True	Bankruptcy: deeply negative cash
71	8b9ce3d6	1780978586	5322.12	suburban	everyday	specialized	direct	all-equity	5	10000	-5251.33	0.00	71.50	248	True	Bankruptcy: deeply negative cash
72	8b9ce3d6	1780978587	73823.99	mall	gourmet	specialized	spot	all-equity	5	10000	69685.77	0.00	14.50	146	True	Reputation collapse (< 15)
73	8b9ce3d6	1780978588	-180348.41	urban	sweet	automated	coop	max-debt	5	10000	-49565.58	136600.00	58.00	2	True	Bankruptcy: deeply negative cash
74	8b9ce3d6	1780978589	-67104.13	urban	speed	manual	monthly	balanced	5	10000	-5500.38	67800.00	49.50	92	True	Bankruptcy: deeply negative cash
75	8b9ce3d6	1780978590	968.35	urban	everyday	manual	monthly	all-equity	5	10000	-9045.27	0.00	37.00	353	True	Bankruptcy: deeply negative cash
76	8b9ce3d6	1780978591	-131396.46	urban	gourmet	specialized	monthly	leveraged	5	10000	-19312.51	117100.00	50.00	2	True	Bankruptcy: deeply negative cash
77	8b9ce3d6	1780978592	67112.60	mall	speed	automated	spot	all-equity	5	10000	63661.57	0.00	14.50	112	True	Reputation collapse (< 15)
78	8b9ce3d6	1780978593	-128609.09	suburban	everyday	specialized	coop	leveraged	5	10000	-16470.52	117100.00	49.50	2	True	Bankruptcy: deeply negative cash
79	8b9ce3d6	1780978594	-178396.67	office	sweet	automated	coop	max-debt	5	10000	-47416.82	136600.00	56.00	2	True	Bankruptcy: deeply negative cash
80	8b9ce3d6	1780978595	-116650.03	suburban	sweet	manual	direct	leveraged	5	10000	-8938.99	114200.00	60.00	32	True	Bankruptcy: deeply negative cash
81	8b9ce3d6	1780978596	-66464.47	mall	sweet	specialized	spot	balanced	5	10000	-5021.66	66000.00	15.50	146	True	Bankruptcy: deeply negative cash
82	8b9ce3d6	1780978597	-65980.51	mall	gourmet	automated	coop	balanced	5	10000	-5004.43	66000.00	22.50	134	True	Bankruptcy: deeply negative cash
83	8b9ce3d6	1780978598	-126924.66	university	speed	specialized	coop	leveraged	5	10000	-14793.46	117100.00	49.50	2	True	Bankruptcy: deeply negative cash
84	8b9ce3d6	1780978599	-148719.09	mall	gourmet	manual	direct	max-debt	5	10000	-17542.71	136600.00	54.00	2	True	Bankruptcy: deeply negative cash
85	8b9ce3d6	1780978600	-175738.34	university	sweet	automated	direct	max-debt	5	10000	-44954.10	136600.00	58.00	2	True	Bankruptcy: deeply negative cash
86	8b9ce3d6	1780978601	-965.96	urban	everyday	specialized	monthly	all-equity	5	10000	-6355.80	0.00	38.00	158	True	Bankruptcy: deeply negative cash
87	8b9ce3d6	1780978602	-166897.11	university	speed	specialized	direct	max-debt	5	10000	-35207.09	136600.00	49.00	2	True	Bankruptcy: deeply negative cash
88	8b9ce3d6	1780978603	-139337.51	office	gourmet	automated	coop	leveraged	5	10000	-26803.92	117100.00	45.50	2	True	Bankruptcy: deeply negative cash
89	8b9ce3d6	1780978604	2121.39	office	everyday	specialized	direct	all-equity	5	10000	-5521.13	0.00	57.50	192	True	Bankruptcy: deeply negative cash
90	8b9ce3d6	1780978605	6129.28	suburban	gourmet	manual	coop	balanced	5	10000	43160.69	53400.00	71.00	361	True	Completed 360 days
91	8b9ce3d6	1780978606	-119082.52	suburban	everyday	manual	spot	leveraged	5	10000	-7462.77	117100.00	53.00	15	True	Bankruptcy: deeply negative cash
92	8b9ce3d6	1780978607	-68927.80	office	everyday	specialized	coop	balanced	5	10000	-5024.23	69600.00	49.50	70	True	Bankruptcy: deeply negative cash
93	8b9ce3d6	1780978608	-178014.22	office	everyday	automated	coop	max-debt	5	10000	-47035.80	136600.00	56.00	2	True	Bankruptcy: deeply negative cash
94	8b9ce3d6	1780978609	-71200.68	university	everyday	automated	spot	balanced	5	10000	-6445.38	69600.00	41.50	62	True	Bankruptcy: deeply negative cash
95	8b9ce3d6	1780978610	-73392.68	university	speed	specialized	direct	balanced	5	10000	-6686.42	71400.00	42.00	57	True	Bankruptcy: deeply negative cash
96	8b9ce3d6	1780978611	-169384.90	office	sweet	specialized	spot	max-debt	5	10000	-37705.45	136600.00	49.00	2	True	Bankruptcy: deeply negative cash
97	8b9ce3d6	1780978612	52089.20	university	sweet	specialized	direct	all-equity	5	10000	47565.73	0.00	12.00	242	True	Reputation collapse (< 15)
98	8b9ce3d6	1780978613	57003.06	urban	sweet	manual	spot	all-equity	5	10000	51474.35	0.00	11.50	242	True	Reputation collapse (< 15)
99	8b9ce3d6	1780978614	-151308.27	suburban	speed	manual	direct	max-debt	5	10000	-20120.70	136600.00	54.00	2	True	Bankruptcy: deeply negative cash
100	8b9ce3d6	1780978615	19771.18	urban	sweet	automated	monthly	all-equity	5	10000	9730.80	0.00	27.50	361	True	Completed 360 days
101	8b9ce3d6	1780978616	-68884.06	office	speed	manual	monthly	balanced	5	10000	-5550.99	69600.00	55.50	91	True	Bankruptcy: deeply negative cash
102	8b9ce3d6	1780978617	-72675.56	urban	everyday	specialized	spot	balanced	5	10000	-8291.58	69600.00	43.50	62	True	Bankruptcy: deeply negative cash
103	8b9ce3d6	1780978618	-177357.52	suburban	sweet	automated	direct	max-debt	5	10000	-46627.10	136600.00	58.50	2	True	Bankruptcy: deeply negative cash
104	8b9ce3d6	1780978619	104699.39	suburban	sweet	manual	direct	all-equity	5	10000	88089.73	0.00	84.06	361	True	Completed 360 days
105	8b9ce3d6	1780978620	-176714.49	university	speed	automated	spot	max-debt	5	10000	-45631.97	136600.00	55.00	2	True	Bankruptcy: deeply negative cash
106	8b9ce3d6	1780978621	-117715.08	urban	everyday	manual	direct	leveraged	5	10000	-6197.82	117100.00	54.00	13	True	Bankruptcy: deeply negative cash
107	8b9ce3d6	1780978622	-138137.08	office	sweet	automated	direct	leveraged	5	10000	-26905.45	117100.00	58.50	2	True	Bankruptcy: deeply negative cash
108	8b9ce3d6	1780978623	-137762.42	office	gourmet	automated	direct	leveraged	5	10000	-26530.48	117100.00	58.50	2	True	Bankruptcy: deeply negative cash
109	8b9ce3d6	1780978624	-73800.01	mall	everyday	specialized	spot	balanced	5	10000	-8449.36	69600.00	31.50	65	True	Bankruptcy: deeply negative cash
110	8b9ce3d6	1780978625	-47174.35	mall	sweet	manual	direct	balanced	5	10000	12757.40	64200.00	12.68	152	True	Reputation collapse (< 15)
111	8b9ce3d6	1780978626	-127919.87	university	sweet	specialized	spot	leveraged	5	10000	-15735.64	117100.00	49.00	2	True	Bankruptcy: deeply negative cash
112	8b9ce3d6	1780978627	4573.99	suburban	gourmet	automated	coop	all-equity	5	10000	-5679.66	0.00	73.50	212	True	Bankruptcy: deeply negative cash
113	8b9ce3d6	1780978628	-70736.09	suburban	speed	automated	coop	balanced	5	10000	-5099.33	71400.00	51.50	61	True	Bankruptcy: deeply negative cash
114	8b9ce3d6	1780978629	1463.71	urban	sweet	manual	monthly	all-equity	5	10000	-5174.32	0.00	28.00	254	True	Bankruptcy: deeply negative cash
115	8b9ce3d6	1780978630	-117248.56	mall	gourmet	manual	monthly	leveraged	5	10000	-5118.18	117100.00	45.50	24	True	Bankruptcy: deeply negative cash
116	8b9ce3d6	1780978631	37448.25	mall	everyday	manual	monthly	all-equity	5	10000	34085.58	0.00	14.50	161	True	Reputation collapse (< 15)
117	8b9ce3d6	1780978632	-853.77	office	sweet	specialized	monthly	all-equity	5	10000	-5655.44	0.00	20.00	242	True	Bankruptcy: deeply negative cash
118	8b9ce3d6	1780978633	6392.65	suburban	speed	manual	monthly	all-equity	5	10000	-5128.00	0.00	66.50	310	True	Bankruptcy: deeply negative cash
119	8b9ce3d6	1780978634	-180215.11	urban	everyday	automated	coop	max-debt	5	10000	-49233.29	136600.00	56.00	2	True	Bankruptcy: deeply negative cash
120	8b9ce3d6	1780978635	-148663.14	mall	gourmet	manual	direct	max-debt	5	10000	-17480.02	136600.00	54.00	2	True	Bankruptcy: deeply negative cash
121	8b9ce3d6	1780978636	-118038.97	suburban	gourmet	manual	monthly	leveraged	5	10000	-8971.60	114200.00	45.50	32	True	Bankruptcy: deeply negative cash
122	8b9ce3d6	1780978637	-128827.68	suburban	gourmet	specialized	monthly	leveraged	5	10000	-16442.94	117100.00	47.00	2	True	Bankruptcy: deeply negative cash
123	8b9ce3d6	1780978638	-71401.72	suburban	speed	manual	monthly	balanced	5	10000	-9935.76	67800.00	51.50	92	True	Bankruptcy: deeply negative cash
124	8b9ce3d6	1780978639	-165589.69	mall	speed	specialized	direct	max-debt	5	10000	-34211.75	136600.00	52.00	2	True	Bankruptcy: deeply negative cash
125	8b9ce3d6	1780978640	-127224.78	university	gourmet	specialized	coop	leveraged	5	10000	-15087.33	117100.00	49.50	2	True	Bankruptcy: deeply negative cash
126	8b9ce3d6	1780978641	34925.15	suburban	sweet	manual	coop	all-equity	5	10000	20795.87	0.00	76.50	361	True	Completed 360 days
127	8b9ce3d6	1780978642	-152380.95	office	everyday	manual	spot	max-debt	5	10000	-20946.15	136600.00	51.50	2	True	Bankruptcy: deeply negative cash
128	8b9ce3d6	1780978643	-120122.84	office	everyday	manual	spot	leveraged	5	10000	-7923.80	117100.00	47.00	17	True	Bankruptcy: deeply negative cash
129	8b9ce3d6	1780978644	5124.55	suburban	sweet	automated	spot	all-equity	5	10000	-5845.14	0.00	60.00	307	True	Bankruptcy: deeply negative cash
130	8b9ce3d6	1780978645	6727.77	suburban	sweet	manual	direct	all-equity	5	10000	-7041.16	0.00	80.50	343	True	Bankruptcy: deeply negative cash
131	8b9ce3d6	1780978646	26605.80	urban	everyday	manual	spot	all-equity	5	10000	22947.72	0.00	14.50	175	True	Reputation collapse (< 15)
132	8b9ce3d6	1780978647	-68457.14	office	speed	manual	monthly	balanced	5	10000	-6346.96	67800.00	45.00	103	True	Bankruptcy: deeply negative cash
133	8b9ce3d6	1780978648	-70119.02	office	sweet	specialized	monthly	balanced	5	10000	-5108.45	69600.00	37.78	78	True	Bankruptcy: deeply negative cash
134	8b9ce3d6	1780978649	-140558.83	urban	everyday	automated	monthly	leveraged	5	10000	-29074.19	117100.00	56.00	2	True	Bankruptcy: deeply negative cash
135	8b9ce3d6	1780978650	-166414.09	mall	everyday	specialized	coop	max-debt	5	10000	-34778.99	136600.00	49.50	2	True	Bankruptcy: deeply negative cash
136	8b9ce3d6	1780978651	-117163.62	suburban	sweet	manual	spot	leveraged	5	10000	-5123.97	117100.00	48.50	14	True	Bankruptcy: deeply negative cash
137	8b9ce3d6	1780978652	-126702.59	university	everyday	specialized	direct	leveraged	5	10000	-14818.52	117100.00	52.00	2	True	Bankruptcy: deeply negative cash
138	8b9ce3d6	1780978653	-170880.77	urban	speed	specialized	coop	max-debt	5	10000	-39297.49	136600.00	50.00	2	True	Bankruptcy: deeply negative cash
139	8b9ce3d6	1780978654	-117688.68	university	everyday	manual	coop	leveraged	5	10000	-5307.27	117100.00	44.00	26	True	Bankruptcy: deeply negative cash
140	8b9ce3d6	1780978655	-151646.20	office	speed	manual	direct	max-debt	5	10000	-20210.65	136600.00	51.50	2	True	Bankruptcy: deeply negative cash
141	8b9ce3d6	1780978656	-70896.26	urban	gourmet	automated	coop	balanced	5	10000	-5037.06	71400.00	47.50	50	True	Bankruptcy: deeply negative cash
142	8b9ce3d6	1780978657	-66458.73	university	speed	manual	monthly	balanced	5	10000	-5693.77	66000.00	34.50	127	True	Bankruptcy: deeply negative cash
143	8b9ce3d6	1780978658	-153620.78	urban	everyday	manual	coop	max-debt	5	10000	-22238.85	136600.00	52.00	2	True	Bankruptcy: deeply negative cash
144	8b9ce3d6	1780978659	-118626.86	suburban	gourmet	manual	spot	leveraged	5	10000	-6663.78	117100.00	49.50	15	True	Bankruptcy: deeply negative cash
145	8b9ce3d6	1780978660	3929.76	suburban	everyday	specialized	spot	all-equity	5	10000	-7904.37	0.00	75.50	257	True	Bankruptcy: deeply negative cash
146	8b9ce3d6	1780978661	13513.13	suburban	sweet	manual	spot	all-equity	5	10000	-14.64	0.00	70.50	361	True	Completed 360 days
147	8b9ce3d6	1780978662	-136450.27	university	gourmet	automated	coop	leveraged	5	10000	-24912.41	117100.00	55.50	2	True	Bankruptcy: deeply negative cash
148	8b9ce3d6	1780978663	-139771.12	urban	sweet	automated	direct	leveraged	5	10000	-28546.84	117100.00	58.50	2	True	Bankruptcy: deeply negative cash
149	8b9ce3d6	1780978664	-138814.99	office	gourmet	automated	monthly	leveraged	5	10000	-27383.79	117100.00	56.50	2	True	Bankruptcy: deeply negative cash
150	8b9ce3d6	1780978665	-126997.44	mall	speed	specialized	spot	leveraged	5	10000	-14814.01	117100.00	49.00	2	True	Bankruptcy: deeply negative cash
151	8b9ce3d6	1780978666	-126845.10	mall	everyday	specialized	monthly	leveraged	5	10000	-14460.73	117100.00	47.00	2	True	Bankruptcy: deeply negative cash
152	8b9ce3d6	1780978667	-1269.89	office	speed	manual	direct	all-equity	5	10000	-5628.68	0.00	22.00	235	True	Bankruptcy: deeply negative cash
153	8b9ce3d6	1780978668	1672.01	suburban	everyday	automated	spot	all-equity	5	10000	-5217.74	0.00	48.00	185	True	Bankruptcy: deeply negative cash
154	8b9ce3d6	1780978669	-149711.71	university	everyday	manual	monthly	max-debt	5	10000	-18327.46	136600.00	52.00	2	True	Bankruptcy: deeply negative cash
155	8b9ce3d6	1780978670	-168257.14	suburban	gourmet	specialized	direct	max-debt	5	10000	-36572.00	136600.00	49.00	2	True	Bankruptcy: deeply negative cash
156	8b9ce3d6	1780978671	-177280.63	university	everyday	automated	coop	max-debt	5	10000	-45244.05	136600.00	45.50	2	True	Bankruptcy: deeply negative cash
157	8b9ce3d6	1780978672	-30972.08	mall	sweet	manual	coop	balanced	5	10000	32786.07	67800.00	14.92	120	True	Reputation collapse (< 15)
158	8b9ce3d6	1780978673	5591.61	suburban	speed	automated	coop	all-equity	5	10000	-5408.68	0.00	78.00	239	True	Bankruptcy: deeply negative cash
159	8b9ce3d6	1780978674	-149488.14	mall	sweet	manual	spot	max-debt	5	10000	-18010.06	136600.00	51.00	2	True	Bankruptcy: deeply negative cash
160	8b9ce3d6	1780978675	79723.52	mall	gourmet	specialized	monthly	all-equity	5	10000	75552.39	0.00	14.50	147	True	Reputation collapse (< 15)
161	8b9ce3d6	1780978676	-166521.92	mall	sweet	specialized	monthly	max-debt	5	10000	-34938.00	136600.00	50.00	2	True	Bankruptcy: deeply negative cash
162	8b9ce3d6	1780978677	-136497.04	mall	sweet	automated	spot	leveraged	5	10000	-24919.49	117100.00	55.00	2	True	Bankruptcy: deeply negative cash
163	8b9ce3d6	1780978678	-135472.38	mall	gourmet	automated	direct	leveraged	5	10000	-23941.93	117100.00	55.50	2	True	Bankruptcy: deeply negative cash
164	8b9ce3d6	1780978679	-135733.95	mall	gourmet	automated	monthly	leveraged	5	10000	-24261.03	117100.00	56.00	2	True	Bankruptcy: deeply negative cash
165	8b9ce3d6	1780978680	-1265.75	office	speed	specialized	spot	all-equity	5	10000	-6030.62	0.00	25.70	212	True	Bankruptcy: deeply negative cash
166	8b9ce3d6	1780978681	-36532.05	mall	sweet	specialized	spot	balanced	5	10000	30259.93	69600.00	14.00	62	True	Reputation collapse (< 15)
